composite_rank,composite_score,score_status,model_name,vendor,vendor_slug,primary_category,capability_tags,is_open_weight,open_weight_evidence,license,license_class,hf_gated,openrouter_model_id,openrouter_canonical_slug,zenmux_model_id,zenmux_match_method,zenmux_match_confidence,huggingface_model_id,openrouter_tokens,openrouter_requests,openrouter_documented_top50_tokens,openrouter_usage_change,openrouter_variants_merged,zenmux_tokens,zenmux_rank,hf_downloads_30d,hf_downloads_all_time,hf_likes,openrouter_usage_score,zenmux_usage_score,hf_downloads_30d_score,hf_likes_score,release_date_hf,openrouter_added_date,hf_last_modified,input_modalities,output_modalities,hf_pipeline_tag,context_length,max_completion_tokens,parameter_count_b,architecture,model_type,model_structure,experts_per_token,quantization_method,supports_reasoning,supports_tools,supports_structured_output,prompt_price_usd_per_million,completion_price_usd_per_million,knowledge_cutoff,openrouter_url,zenmux_url,huggingface_url,source_presence,openrouter_model_ids_merged
87,31.5032,complete_three_sources,GLM 4.5 Air,Z.ai,z-ai,Reasoning,text_input|text_output|reasoning|tool_use|agentic,True,https://huggingface.co/zai-org/GLM-4.5-Air,mit,open_source_license,False,z-ai/glm-4.5-air,z-ai/glm-4.5-air,z-ai/glm-4.5-air,exact_slug,1.0,zai-org/GLM-4.5-Air,3934868456,746650,0,-0.5696755967525733,z-ai/glm-4.5-air,0,,501537,4459274,622,45.9627,0.0,56.5217,46.8354,2025-07-20,2025-07-25,2025-08-11,text,text,text-generation,131072,98304,110.469,Glm4MoeForCausalLM,glm4_moe,Mixture-of-Experts,8,,True,True,False,0.13,0.85,2024-12-31,https://openrouter.ai/z-ai/glm-4.5-air,https://zenmux.ai/models/z-ai/glm-4.5-air,https://huggingface.co/zai-org/GLM-4.5-Air,OpenRouter|ZenMux_catalog|HuggingFace,z-ai/glm-4.5-air
88,31.4278,complete_three_sources,Qwen3 235B A22B,Qwen,qwen,Reasoning,text_input|text_output|reasoning|tool_use,True,https://huggingface.co/Qwen/Qwen3-235B-A22B,apache-2.0,open_source_license,False,qwen/qwen3-235b-a22b,qwen/qwen3-235b-a22b-04-28,,unmatched,0.619,Qwen/Qwen3-235B-A22B,3431538891,756418,0,0.9052562399629973,qwen/qwen3-235b-a22b-04-28,0,,784414,6256221,1102,40.9938,0.0,64.5963,65.8228,2025-04-27,2025-04-28,2025-07-26,text,text,text-generation,131072,8192,235.094,Qwen3MoeForCausalLM,qwen3_moe,Mixture-of-Experts,8,,True,True,False,0.45499999999999996,1.8199999999999998,2025-03-31,https://openrouter.ai/qwen/qwen3-235b-a22b,,https://huggingface.co/Qwen/Qwen3-235B-A22B,OpenRouter|HuggingFace,qwen/qwen3-235b-a22b
89,30.2673,complete_three_sources,Granite 4.1 8B,IBM,ibm-granite,General Language,text_input|text_output|tool_use|structured_output|coding,True,https://huggingface.co/ibm-granite/granite-4.1-8b,apache-2.0,open_source_license,False,ibm-granite/granite-4.1-8b,ibm-granite/granite-4.1-8b-20260429,,unmatched,0.0,ibm-granite/granite-4.1-8b,2023598967,961705,0,-0.4590219960306379,ibm-granite/granite-4.1-8b-20260429,0,,3849770,4313856,234,36.0248,0.0,86.9565,20.2532,2026-04-06,2026-04-30,2026-05-04,text,text,text-generation,131072,131072,8.792,GraniteForCausalLM,granite,Dense or unspecified,,,False,True,True,0.049999999999999996,0.09999999999999999,,https://openrouter.ai/ibm-granite/granite-4.1-8b,,https://huggingface.co/ibm-granite/granite-4.1-8b,OpenRouter|HuggingFace,ibm-granite/granite-4.1-8b
90,29.6173,complete_three_sources,Llama 3.2 3B Instruct,Meta,meta-llama,General Language,text_input|text_output|reasoning|structured_output,True,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,llama3.2,open_weight_custom_or_other_license,manual,meta-llama/llama-3.2-3b-instruct,meta-llama/llama-3.2-3b-instruct,,unmatched,0.821,meta-llama/Llama-3.2-3B-Instruct,1171425450,1150476,0,0.4275644515199494,meta-llama/llama-3.2-3b-instruct,0,,1755603,46327692,2376,30.4348,0.0,76.3975,89.2405,2024-09-18,2024-09-25,2024-10-24,text,text,text-generation,131072,131072,3.213,LlamaForCausalLM,llama,Dense or unspecified,,,False,False,True,0.049999999999999996,0.33,2023-12-31,https://openrouter.ai/meta-llama/llama-3.2-3b-instruct,,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,OpenRouter|HuggingFace,meta-llama/llama-3.2-3b-instruct
91,29.313,complete_three_sources,Qwen2.5 72B Instruct,Qwen,qwen,General Language,text_input|text_output|tool_use|structured_output|coding,True,https://huggingface.co/Qwen/Qwen2.5-72B-Instruct,other,open_weight_custom_or_other_license,False,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,,unmatched,0.696,Qwen/Qwen2.5-72B-Instruct,3143103798,1854374,0,0.25166378494834124,qwen/qwen-2.5-72b-instruct,0,,526946,8100687,965,39.1304,0.0,57.1429,62.6582,2024-09-16,2024-09-19,2025-01-12,text,text,text-generation,32768,16384,72.706,Qwen2ForCausalLM,qwen2,Dense or unspecified,,,False,True,True,0.36,0.39999999999999997,2024-06-30,https://openrouter.ai/qwen/qwen-2.5-72b-instruct,,https://huggingface.co/Qwen/Qwen2.5-72B-Instruct,OpenRouter|HuggingFace,qwen/qwen-2.5-72b-instruct
92,29.1198,complete_three_sources,Kimi K2 0711,MoonshotAI,moonshotai,General Language,text_input|text_output|tool_use,True,https://huggingface.co/moonshotai/Kimi-K2-Instruct,other,open_weight_custom_or_other_license,False,moonshotai/kimi-k2,moonshotai/kimi-k2,,unmatched,0.452,moonshotai/Kimi-K2-Instruct,3412594496,701640,0,0.10219743479711825,moonshotai/kimi-k2,0,,177621,3775722,2371,40.3727,0.0,43.4783,88.6076,2025-07-11,2025-07-11,2026-04-23,text,text,text-generation,131072,100352,1026.471,DeepseekV3ForCausalLM,kimi_k2,Mixture-of-Experts,8,fp8,False,True,False,0.5700000000000001,2.3,2024-12-31,https://openrouter.ai/moonshotai/kimi-k2,,https://huggingface.co/moonshotai/Kimi-K2-Instruct,OpenRouter|HuggingFace,moonshotai/kimi-k2
93,29.1126,complete_three_sources,Qwen2.5 VL 72B Instruct,Qwen,qwen,Multimodal / VLM,text_input|image_input|text_output|structured_output,True,https://huggingface.co/Qwen/Qwen2.5-VL-72B-Instruct,other,open_weight_custom_or_other_license,False,qwen/qwen2.5-vl-72b-instruct,qwen/qwen2.5-vl-72b-instruct,,unmatched,0.667,Qwen/Qwen2.5-VL-72B-Instruct,3403759585,1655957,0,-0.20192293243363613,qwen/qwen2.5-vl-72b-instruct,0,,585659,7270897,643,39.7516,0.0,59.0062,47.4684,2025-01-27,2025-02-01,2025-06-06,text|image,text,image-text-to-text,128000,128000,73.411,Qwen2_5_VLForConditionalGeneration,qwen2_5_vl,Dense or unspecified,,,False,False,True,0.7999999999999999,1.0,2024-06-30,https://openrouter.ai/qwen/qwen2.5-vl-72b-instruct,,https://huggingface.co/Qwen/Qwen2.5-VL-72B-Instruct,OpenRouter|HuggingFace,qwen/qwen2.5-vl-72b-instruct
94,29.0512,complete_three_sources,Kimi K2 Thinking,MoonshotAI,moonshotai,Reasoning,text_input|text_output|reasoning|tool_use|structured_output|agentic,True,https://huggingface.co/moonshotai/Kimi-K2-Thinking,other,open_weight_custom_or_other_license,False,moonshotai/kimi-k2-thinking,moonshotai/kimi-k2-thinking-20251106,,unmatched,0.409,moonshotai/Kimi-K2-Thinking,3896609438,253483,0,0.4979834881031534,moonshotai/kimi-k2-thinking-20251106,0,,71209,1794769,1711,45.3416,0.0,30.4348,81.6456,2025-11-04,2025-11-06,2026-01-30,text,text,text-generation,262144,100352,1058.118,DeepseekV3ForCausalLM,kimi_k2,Mixture-of-Experts,8,compressed-tensors,True,True,True,0.6,2.5,,https://openrouter.ai/moonshotai/kimi-k2-thinking,,https://huggingface.co/moonshotai/Kimi-K2-Thinking,OpenRouter|HuggingFace,moonshotai/kimi-k2-thinking
95,28.6219,complete_three_sources,gpt-oss-safeguard-20b,OpenAI,openai,Reasoning,text_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/openai/gpt-oss-safeguard-20b,apache-2.0,open_source_license,False,openai/gpt-oss-safeguard-20b,openai/gpt-oss-safeguard-20b,,unmatched,0.364,openai/gpt-oss-safeguard-20b,6376842328,3004791,0,0.06030142262194014,openai/gpt-oss-safeguard-20b,0,,99991,656117,243,49.6894,0.0,34.7826,20.8861,2025-09-18,2025-10-29,2026-01-14,text,text,text-generation,131072,65536,21.512,GptOssForCausalLM,gpt_oss,Mixture-of-Experts,4,mxfp4,True,True,True,0.075,0.3,,https://openrouter.ai/openai/gpt-oss-safeguard-20b,,https://huggingface.co/openai/gpt-oss-safeguard-20b,OpenRouter|HuggingFace,openai/gpt-oss-safeguard-20b
96,28.244,complete_three_sources,Ministral 3 8B 2512,Mistral,mistralai,Multimodal / VLM,text_input|image_input|text_output|tool_use|structured_output,True,https://huggingface.co/mistralai/Ministral-3-8B-Instruct-2512,apache-2.0,open_source_license,False,mistralai/ministral-8b-2512,mistralai/ministral-8b-2512,,unmatched,0.444,mistralai/Ministral-3-8B-Instruct-2512,5180891126,2860991,0,0.08211030100755116,mistralai/ministral-8b-2512,0,,123761,918617,189,48.4472,0.0,37.8882,15.1899,2025-10-31,2025-12-02,2026-07-15,text|image,text,,262144,,8.918,Mistral3ForConditionalGeneration,mistral3,Dense or unspecified,,fp8,False,True,True,0.15,0.15,,https://openrouter.ai/mistralai/ministral-8b-2512,,https://huggingface.co/mistralai/Ministral-3-8B-Instruct-2512,OpenRouter|HuggingFace,mistralai/ministral-8b-2512
97,28.1476,complete_three_sources,Llama 3.2 1B Instruct,Meta,meta-llama,General Language,text_input|text_output,True,https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct,llama3.2,open_weight_custom_or_other_license,manual,meta-llama/llama-3.2-1b-instruct,meta-llama/llama-3.2-1b-instruct,,unmatched,0.769,meta-llama/Llama-3.2-1B-Instruct,457747157,230154,0,-0.414776492734748,meta-llama/llama-3.2-1b-instruct,0,,10449365,90308304,1548,22.3602,0.0,94.4099,78.481,2024-09-18,2024-09-25,2024-10-24,text,text,text-generation,60000,60000,1.236,LlamaForCausalLM,llama,Dense or unspecified,,,False,False,False,0.027,0.201,2023-12-31,https://openrouter.ai/meta-llama/llama-3.2-1b-instruct,,https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct,OpenRouter|HuggingFace,meta-llama/llama-3.2-1b-instruct
98,28.128,complete_three_sources,Nex-N2-Mini,Nex AGI,nex-agi,Multimodal / VLM,text_input|image_input|text_output|reasoning|tool_use|structured_output|coding|agentic,True,https://huggingface.co/nex-agi/Nex-N2-Mini,apache-2.0,open_source_license,False,nex-agi/nex-n2-mini,nex-agi/nex-n2-mini,,unmatched,0.0,nex-agi/Nex-N2-Mini,10911149050,2178488,0,0.2474988072054634,nex-agi/nex-n2-mini,0,,4085,20798,290,55.2795,0.0,13.6646,24.0506,2026-06-04,2026-06-24,2026-06-11,text|image,text,text-generation,262144,262144,35.107,Qwen3_5MoeForConditionalGeneration,qwen3_5_moe,Mixture-of-Experts,,,True,True,True,0.024999999999999998,0.09999999999999999,,https://openrouter.ai/nex-agi/nex-n2-mini,,https://huggingface.co/nex-agi/Nex-N2-Mini,OpenRouter|HuggingFace,nex-agi/nex-n2-mini
99,28.0052,complete_three_sources,Step 3.5 Flash,StepFun,stepfun,Reasoning,text_input|text_output|reasoning|tool_use,True,https://huggingface.co/stepfun-ai/Step-3.5-Flash,apache-2.0,open_source_license,False,stepfun/step-3.5-flash,stepfun/step-3.5-flash,stepfun/step-3.5-flash,exact_slug,1.0,stepfun-ai/Step-3.5-Flash,3738371107,239777,0,0.37799442282746293,stepfun/step-3.5-flash,0,,102422,1314885,829,43.4783,0.0,36.646,58.8608,2026-02-01,2026-01-29,2026-03-17,text,text,text-generation,262144,65536,199.384,Step3p5ForCausalLM,step3p5,Mixture-of-Experts,,,True,True,False,0.09999999999999999,0.3,,https://openrouter.ai/stepfun/step-3.5-flash,https://zenmux.ai/models/stepfun/step-3.5-flash,https://huggingface.co/stepfun-ai/Step-3.5-Flash,OpenRouter|ZenMux_catalog|HuggingFace,stepfun/step-3.5-flash
100,27.1822,complete_three_sources,Llama Guard 4 12B,Meta,meta-llama,Multimodal / VLM,image_input|text_input|text_output,True,https://huggingface.co/meta-llama/Llama-Guard-4-12B,other,open_weight_custom_or_other_license,manual,meta-llama/llama-guard-4-12b,meta-llama/llama-guard-4-12b,,unmatched,0.378,meta-llama/Llama-Guard-4-12B,3758644110,3949143,0,0.2475203335047321,meta-llama/llama-guard-4-12b,0,,195811,1341712,115,44.0994,0.0,45.9627,8.8608,2025-04-23,2025-04-30,2025-04-29,image|text,text,image-text-to-text,1048576,16384,12.001,Llama4ForConditionalGeneration,llama4,Dense or unspecified,,,False,False,False,0.18,0.18,2024-08-31,https://openrouter.ai/meta-llama/llama-guard-4-12b,,https://huggingface.co/meta-llama/Llama-Guard-4-12B,OpenRouter|HuggingFace,meta-llama/llama-guard-4-12b
101,26.9624,complete_three_sources,Llama Nemotron Embed VL 1B V2 (free),NVIDIA,nvidia,Embedding / Rerank,text_input|image_input|embeddings_output,True,https://huggingface.co/nvidia/llama-nemotron-embed-vl-1b-v2,other,open_weight_custom_or_other_license,False,nvidia/llama-nemotron-embed-vl-1b-v2:free,nvidia/llama-nemotron-embed-vl-1b-v2-20260224,,unmatched,0.0,nvidia/llama-nemotron-embed-vl-1b-v2,4486498110,2910884,0,-0.27197468732373065,nvidia/llama-nemotron-embed-vl-1b-v2-20260224:free,0,,101756,704079,95,47.205,0.0,36.0248,6.3291,2025-12-03,2026-02-25,2026-07-07,text|image,embeddings,sentence-similarity,131072,,1.678,LlamaNemotronVLModel,llama_nemotron_vl,Dense or unspecified,,,False,False,False,,,,https://openrouter.ai/nvidia/llama-nemotron-embed-vl-1b-v2:free,,https://huggingface.co/nvidia/llama-nemotron-embed-vl-1b-v2,OpenRouter|HuggingFace,nvidia/llama-nemotron-embed-vl-1b-v2:free
102,26.6218,complete_three_sources,GLM 4.5,Z.ai,z-ai,Reasoning,text_input|text_output|reasoning|tool_use|agentic,True,https://huggingface.co/zai-org/GLM-4.5,mit,open_source_license,False,z-ai/glm-4.5,z-ai/glm-4.5,z-ai/glm-4.5,exact_slug,1.0,zai-org/GLM-4.5,2491342644,202792,0,1.671636213162461,z-ai/glm-4.5,0,,132321,917453,1407,37.8882,0.0,39.1304,74.0506,2025-07-20,2025-07-25,2025-08-11,text,text,text-generation,131072,98304,358.338,Glm4MoeForCausalLM,glm4_moe,Mixture-of-Experts,8,,True,True,False,0.6,2.2,2024-12-31,https://openrouter.ai/z-ai/glm-4.5,https://zenmux.ai/models/z-ai/glm-4.5,https://huggingface.co/zai-org/GLM-4.5,OpenRouter|ZenMux_catalog|HuggingFace,z-ai/glm-4.5
103,25.9641,complete_three_sources,Qwen3 235B A22B Thinking 2507,Qwen,qwen,Reasoning,text_input|text_output|reasoning|tool_use,True,https://huggingface.co/Qwen/Qwen3-235B-A22B-Thinking-2507,apache-2.0,open_source_license,False,qwen/qwen3-235b-a22b-thinking-2507,qwen/qwen3-235b-a22b-thinking-2507,qwen/qwen3-235b-a22b-thinking-2507,exact_slug,1.0,Qwen/Qwen3-235B-A22B-Thinking-2507,3979379091,299143,0,-0.0956530127669599,qwen/qwen3-235b-a22b-thinking-2507,0,,20083,605308,408,46.5839,0.0,21.7391,34.8101,2025-07-25,2025-07-25,2025-08-17,text,text,text-generation,262144,32768,235.094,Qwen3MoeForCausalLM,qwen3_moe,Mixture-of-Experts,8,,True,True,False,0.3,3.0,2025-06-30,https://openrouter.ai/qwen/qwen3-235b-a22b-thinking-2507,https://zenmux.ai/models/qwen/qwen3-235b-a22b-thinking-2507,https://huggingface.co/Qwen/Qwen3-235B-A22B-Thinking-2507,OpenRouter|ZenMux_catalog|HuggingFace,qwen/qwen3-235b-a22b-thinking-2507
104,25.7341,complete_three_sources,Phi 4,Microsoft,microsoft,General Language,text_input|text_output|reasoning|structured_output,True,https://huggingface.co/microsoft/phi-4,mit,open_source_license,False,microsoft/phi-4,microsoft/phi-4,,unmatched,0.0,microsoft/phi-4,611789698,710099,0,-0.2962804212065645,microsoft/phi-4,0,,712912,13131174,2283,26.7081,0.0,62.1118,87.9747,2024-12-11,2025-01-10,2026-07-14,text,text,text-generation,16384,16384,14.66,Phi3ForCausalLM,phi3,Dense or unspecified,,,False,False,True,0.07,0.14,2024-06-30,https://openrouter.ai/microsoft/phi-4,,https://huggingface.co/microsoft/phi-4,OpenRouter|HuggingFace,microsoft/phi-4
105,25.6567,complete_three_sources,all-mpnet-base-v2,Sentence Transformers,sentence-transformers,Embedding / Rerank,text_input|embeddings_output|coding,True,https://huggingface.co/sentence-transformers/all-mpnet-base-v2,apache-2.0,open_source_license,False,sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-mpnet-base-v2-20251117,,unmatched,0.0,sentence-transformers/all-mpnet-base-v2,272933955,33698,0,0.42713387632655764,sentence-transformers/all-mpnet-base-v2-20251117,0,,28001182,1296849917,1335,16.1491,0.0,98.7578,71.519,2022-03-02,2025-11-17,2025-08-19,text,embeddings,sentence-similarity,512,,0.109,MPNetForMaskedLM,mpnet,Dense or unspecified,,,False,False,False,0.005,,,https://openrouter.ai/sentence-transformers/all-mpnet-base-v2,,https://huggingface.co/sentence-transformers/all-mpnet-base-v2,OpenRouter|HuggingFace,sentence-transformers/all-mpnet-base-v2
106,25.2996,complete_three_sources,Ministral 3 3B 2512,Mistral,mistralai,Multimodal / VLM,text_input|image_input|text_output|tool_use|structured_output,True,https://huggingface.co/mistralai/Ministral-3-3B-Instruct-2512,apache-2.0,open_source_license,False,mistralai/ministral-3b-2512,mistralai/ministral-3b-2512,,unmatched,0.444,mistralai/Ministral-3-3B-Instruct-2512,1540752031,1544023,0,-0.29706648701156,mistralai/ministral-3b-2512,0,,664017,3397054,268,33.5404,0.0,60.8696,21.519,2025-10-31,2025-12-02,2026-07-15,text|image,text,,131072,,3.849,Mistral3ForConditionalGeneration,mistral3,Dense or unspecified,,fp8,False,True,True,0.09999999999999999,0.09999999999999999,,https://openrouter.ai/mistralai/ministral-3b-2512,,https://huggingface.co/mistralai/Ministral-3-3B-Instruct-2512,OpenRouter|HuggingFace,mistralai/ministral-3b-2512
107,24.2659,complete_three_sources,Llama 3 8B Lunaris,Sao10K,sao10k,General Language,text_input|text_output|structured_output,True,https://huggingface.co/Sao10K/L3-8B-Lunaris-v1,llama3,open_weight_custom_or_other_license,False,sao10k/l3-lunaris-8b,sao10k/l3-lunaris-8b,,unmatched,0.0,Sao10K/L3-8B-Lunaris-v1,6730286411,3800212,0,0.10313629051590414,sao10k/l3-lunaris-8b,0,,845,454256,145,50.9317,0.0,4.9689,12.0253,2024-06-26,2024-08-13,2024-06-29,text,text,text-generation,8192,16384,8.03,LlamaForCausalLM,llama,Dense or unspecified,,,False,False,True,0.04,0.049999999999999996,2023-12-31,https://openrouter.ai/sao10k/l3-lunaris-8b,,https://huggingface.co/Sao10K/L3-8B-Lunaris-v1,OpenRouter|HuggingFace,sao10k/l3-lunaris-8b
108,22.9159,complete_three_sources,Nex-N2-Pro,Nex AGI,nex-agi,Multimodal / VLM,text_input|image_input|text_output|reasoning|tool_use|agentic,True,https://huggingface.co/nex-agi/Nex-N2-Pro,apache-2.0,open_source_license,False,nex-agi/nex-n2-pro,nex-agi/nex-n2-pro,,unmatched,0.0,nex-agi/Nex-N2-Pro,3892379138,204483,0,-0.060147542685137,nex-agi/nex-n2-pro,0,,1704,10089,371,44.7205,0.0,8.6957,29.7468,2026-06-03,2026-06-08,2026-06-11,text|image,text,text-generation,262144,262144,396.802,Qwen3_5MoeForConditionalGeneration,qwen3_5_moe,Mixture-of-Experts,,,True,True,False,0.25,1.0,,https://openrouter.ai/nex-agi/nex-n2-pro,,https://huggingface.co/nex-agi/Nex-N2-Pro,OpenRouter|HuggingFace,nex-agi/nex-n2-pro
109,22.6386,complete_three_sources,Kokoro 82M,hexgrad,hexgrad,General Language,text_input|speech_output,True,https://huggingface.co/hexgrad/Kokoro-82M,apache-2.0,open_source_license,False,hexgrad/kokoro-82m,hexgrad/kokoro-82m,,unmatched,0.0,hexgrad/Kokoro-82M,87586875,690127,0,0.3163904971040104,hexgrad/kokoro-82m,0,,10396125,100031781,6599,8.0745,0.0,93.7888,98.7342,2024-12-26,2026-04-23,2025-04-10,text,speech,text-to-speech,4096,,,,,Unknown,,,False,False,False,0.62,,,https://openrouter.ai/hexgrad/kokoro-82m,,https://huggingface.co/hexgrad/Kokoro-82M,OpenRouter|HuggingFace,hexgrad/kokoro-82m
110,22.4591,complete_three_sources,Mistral Small 3.1 24B,Mistral,mistralai,Multimodal / VLM,text_input|image_input|text_output|reasoning,True,https://huggingface.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503,apache-2.0,open_source_license,False,mistralai/mistral-small-3.1-24b-instruct,mistralai/mistral-small-3.1-24b-instruct-2503,,unmatched,0.649,mistralai/Mistral-Small-3.1-24B-Instruct-2503,494138277,521596,0,-0.010617534067229668,mistralai/mistral-small-3.1-24b-instruct-2503,0,,291387,3788632,1376,24.8447,0.0,50.9317,72.7848,2025-03-11,2025-03-17,2025-12-22,text|image,text,,128000,128000,24.011,Mistral3ForConditionalGeneration,mistral3,Dense or unspecified,,,False,False,False,0.351,0.5549999999999999,2023-10-31,https://openrouter.ai/mistralai/mistral-small-3.1-24b-instruct,,https://huggingface.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503,OpenRouter|HuggingFace,mistralai/mistral-small-3.1-24b-instruct
111,22.3868,complete_three_sources,Devstral 2 2512,Mistral,mistralai,General Language,text_input|file_input|text_output|tool_use|structured_output|coding|agentic,True,https://huggingface.co/mistralai/Devstral-2-123B-Instruct-2512,other,open_weight_custom_or_other_license,False,mistralai/devstral-2512,mistralai/devstral-2512,,unmatched,0.303,mistralai/Devstral-2-123B-Instruct-2512,2460012968,450544,0,-0.3132217101954442,mistralai/devstral-2512,0,,61951,311972,328,37.2671,0.0,27.9503,28.481,2025-11-28,2025-12-09,2026-07-15,text|file,text,,262144,,125.026,Ministral3ForCausalLM,ministral3,Dense or unspecified,,fp8,False,True,True,0.39999999999999997,2.0,,https://openrouter.ai/mistralai/devstral-2512,,https://huggingface.co/mistralai/Devstral-2-123B-Instruct-2512,OpenRouter|HuggingFace,mistralai/devstral-2512
112,22.0284,complete_three_sources,MiniMax M2,MiniMax,minimax,Reasoning,text_input|text_output|reasoning|tool_use|structured_output|coding|agentic,True,https://huggingface.co/MiniMaxAI/MiniMax-M2,other,open_weight_custom_or_other_license,False,minimax/minimax-m2,minimax/minimax-m2,minimax/minimax-m2,exact_slug,1.0,MiniMaxAI/MiniMax-M2,1044868443,150138,0,-0.13227629241319855,minimax/minimax-m2,0,,100441,2312659,1500,28.5714,0.0,35.4037,77.2152,2025-10-22,2025-10-23,2025-12-23,text,text,text-generation,204800,131072,228.704,MiniMaxM2ForCausalLM,minimax_m2,Mixture-of-Experts,8,fp8,True,True,True,0.255,1.02,,https://openrouter.ai/minimax/minimax-m2,https://zenmux.ai/models/minimax/minimax-m2,https://huggingface.co/MiniMaxAI/MiniMax-M2,OpenRouter|ZenMux_catalog|HuggingFace,minimax/minimax-m2
113,21.9632,complete_three_sources,Ling-2.6-1T,inclusionAI,inclusionai,General Language,text_input|text_output|tool_use|structured_output|agentic,True,https://huggingface.co/inclusionAI/Ling-2.6-1T,mit,open_source_license,False,inclusionai/ling-2.6-1t,inclusionai/ling-2.6-1t-20260423,inclusionai/ling-2.6-1t,exact_slug,1.0,inclusionAI/Ling-2.6-1T,3561343127,227667,0,-0.07870675566960969,inclusionai/ling-2.6-1t-20260423,0,,1424,4949,505,41.6149,0.0,8.0745,40.5063,2026-04-29,2026-04-23,2026-06-17,text,text,text-generation,262144,32768,1025.658,BailingMoeV2_5ForCausalLM,bailing_hybrid,Mixture-of-Experts,8,compressed-tensors,False,True,True,0.075,0.625,,https://openrouter.ai/inclusionai/ling-2.6-1t,https://zenmux.ai/models/inclusionai/ling-2.6-1t,https://huggingface.co/inclusionAI/Ling-2.6-1T,OpenRouter|ZenMux_catalog|HuggingFace,inclusionai/ling-2.6-1t
114,21.6821,complete_three_sources,MiniMax M2.1,MiniMax,minimax,Reasoning,text_input|text_output|reasoning|tool_use|coding|agentic,True,https://huggingface.co/MiniMaxAI/MiniMax-M2.1,other,open_weight_custom_or_other_license,False,minimax/minimax-m2.1,minimax/minimax-m2.1,minimax/minimax-m2.1,exact_slug,1.0,MiniMaxAI/MiniMax-M2.1,1585802510,169253,0,0.22075851880635028,minimax/minimax-m2.1,0,,11122,444349,1357,34.1615,0.0,18.0124,72.1519,2025-12-20,2025-12-23,2026-02-13,text,text,text-generation,204800,131072,228.704,MiniMaxM2ForCausalLM,minimax_m2,Mixture-of-Experts,8,fp8,True,True,False,0.3,1.2,,https://openrouter.ai/minimax/minimax-m2.1,https://zenmux.ai/models/minimax/minimax-m2.1,https://huggingface.co/MiniMaxAI/MiniMax-M2.1,OpenRouter|ZenMux_catalog|HuggingFace,minimax/minimax-m2.1
115,20.0877,complete_three_sources,Gemma 3n 4B,Google,google,General Language,text_input|text_output|structured_output,True,https://huggingface.co/google/gemma-3n-E4B-it,gemma,open_weight_custom_or_other_license,manual,google/gemma-3n-e4b-it,google/gemma-3n-e4b-it,,unmatched,0.323,google/gemma-3n-E4B-it,1163736828,1577140,0,-0.2313411405699094,google/gemma-3n-e4b-it,0,,30911,1347512,919,29.8137,0.0,24.2236,60.7595,2025-06-03,2025-05-20,2025-07-14,text,text,image-text-to-text,32768,,7.85,Gemma3nForConditionalGeneration,gemma3n,Dense or unspecified,,,False,False,True,0.06,0.12,2024-08-31,https://openrouter.ai/google/gemma-3n-e4b-it,,https://huggingface.co/google/gemma-3n-E4B-it,OpenRouter|HuggingFace,google/gemma-3n-e4b-it
116,19.6655,complete_three_sources,Ring-2.6-1T,inclusionAI,inclusionai,Reasoning,text_input|text_output|reasoning|tool_use|coding|agentic,True,https://huggingface.co/inclusionAI/Ring-2.6-1T,mit,open_source_license,False,inclusionai/ring-2.6-1t,inclusionai/ring-2.6-1t-20260508,inclusionai/ring-2.6-1t,exact_slug,1.0,inclusionAI/Ring-2.6-1T,3651568263,107628,0,0.09641831630745672,inclusionai/ring-2.6-1t-20260508,0,,401,6712,104,42.236,0.0,1.8634,7.5949,2026-05-14,2026-05-08,2026-06-17,text,text,text-generation,262144,65536,1025.658,BailingMoeV2_5ForCausalLM,bailing_hybrid,Mixture-of-Experts,8,compressed-tensors,True,True,False,0.075,0.625,,https://openrouter.ai/inclusionai/ring-2.6-1t,https://zenmux.ai/models/inclusionai/ring-2.6-1t,https://huggingface.co/inclusionAI/Ring-2.6-1T,OpenRouter|ZenMux_catalog|HuggingFace,inclusionai/ring-2.6-1t
117,19.6128,complete_three_sources,Hermes 4 70B,Nous,nousresearch,Reasoning,text_input|text_output|reasoning,True,https://huggingface.co/NousResearch/Hermes-4-70B,llama3,open_weight_custom_or_other_license,False,nousresearch/hermes-4-70b,nousresearch/hermes-4-70b,,unmatched,0.0,NousResearch/Hermes-4-70B,2610368182,895107,0,0.14308974088309484,nousresearch/hermes-4-70b,0,,1764,48168,203,38.5093,0.0,9.3168,17.7215,2025-08-18,2025-08-26,2025-09-02,text,text,text-generation,131072,,70.554,LlamaForCausalLM,llama,Dense or unspecified,,,True,False,False,0.13,0.39999999999999997,2024-08-31,https://openrouter.ai/nousresearch/hermes-4-70b,,https://huggingface.co/NousResearch/Hermes-4-70B,OpenRouter|HuggingFace,nousresearch/hermes-4-70b
